frame.number	frame.time_relative	ip.src	ip.dst	frame.protocols	frame.len
2444	74341601.697545240	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2445	74341601.734167976			eth:llc:stp	60
2446	74341602.598874841			eth:ethertype:data	118
2447	74341602.653545238			eth:ethertype:ipv6:udp:ntp	110
2448	74341602.734213049			eth:llc:stp	60
2449	74341602.781345566			eth:ethertype:ipv6:udp:ntp	110
2450	74341603.598882746			eth:ethertype:data	118
2451	74341603.653529518			eth:ethertype:ipv6:udp:ntp	110
2452	74341603.734272495			eth:llc:stp	60
2453	74341603.774539046			eth:ethertype:ipv6:udp:ntp	110
2454	74341604.091787274	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2455	74341604.092794936			eth:ethertype:arp	60
2456	74341604.166686489	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2457	74341604.598867941			eth:ethertype:data	118
2458	74341604.699361196	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2459	74341604.734713688			eth:llc:stp	60
2460	74341605.598870802			eth:ethertype:data	118
2461	74341605.734426301			eth:llc:stp	60
2462	74341606.547808123	192.168.1.65	239.255.255.250	eth:ethertype:ip:igmp:igmp	60
2463	74341606.598934787			eth:ethertype:data	118
2464	74341606.734428702			eth:llc:stp	60
2465	74341607.093432890	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2466	74341607.167673274	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2467	74341607.598892105			eth:ethertype:data	118
2468	74341607.653597502			eth:ethertype:ipv6:udp:ntp	110
2469	74341607.683874019	192.168.1.91	239.255.255.250	eth:ethertype:ip:udp:ssdp	215
2470	74341607.701211850	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2471	74341607.734471269			eth:llc:stp	60
2472	74341607.745380882			eth:ethertype:ipv6:udp:ntp	110
2473	74341607.902466399			eth:ethertype:ipv6:icmpv6	86
2474	74341607.906576920			eth:ethertype:ipv6:icmpv6	78
2475	74341608.598929088			eth:ethertype:data	118
2476	74341608.653663859			eth:ethertype:ipv6:udp:ntp	110
2477	74341608.685965783	192.168.1.91	239.255.255.250	eth:ethertype:ip:udp:ssdp	215
2478	74341608.703869195			eth:ethertype:ipv6:udp:ntp	110
2479	74341608.734457752			eth:llc:stp	60
2480	74341609.598977361			eth:ethertype:data	118
2481	74341609.686586887	192.168.1.91	239.255.255.250	eth:ethertype:ip:udp:ssdp	215
2482	74341609.734454776			eth:llc:stp	60
2483	74341610.093922793	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2484	74341610.168811882	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2485	74341610.599001717			eth:ethertype:data	118
2486	74341610.698630475	192.168.1.91	239.255.255.250	eth:ethertype:ip:udp:ssdp	215
2487	74341610.703223869	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2488	74341610.734463965			eth:llc:stp	60
2489	74341611.599009489			eth:ethertype:data	118
2490	74341611.734469445			eth:llc:stp	60
2491	74341612.599012384			eth:ethertype:data	118
2492	74341612.734475923			eth:llc:stp	60
2493	74341613.094801144	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2494	74341613.169837607	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2495	74341613.599062445			eth:ethertype:data	118
2496	74341613.705419378	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2497	74341613.734470860			eth:llc:stp	60
2498	74341614.599022214			eth:ethertype:data	118
2499	74341614.734503794			eth:llc:stp	60
2500	74341615.599084356			eth:ethertype:data	118
2501	74341615.734543645			eth:llc:stp	60
2502	74341616.095752027	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2503	74341616.171633818	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2504	74341616.599071956			eth:ethertype:data	118
2505	74341616.707404337	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2506	74341616.734507495			eth:llc:stp	60
2507	74341617.599534928			eth:ethertype:data	118
2508	74341617.734493885			eth:llc:stp	60
2509	74341617.816499688			eth:ethertype:arp	60
2510	74341617.816504272			eth:ethertype:arp	60
2511	74341617.816506480			eth:ethertype:arp	60
2512	74341617.817564308			eth:ethertype:arp	60
2513	74341617.819615131			eth:ethertype:arp	60
2514	74341617.819621381			eth:ethertype:arp	60
2515	74341617.819624298			eth:ethertype:arp	60
2516	74341617.819626506			eth:ethertype:arp	60
2517	74341617.819629048			eth:ethertype:arp	60
2518	74341617.819631256			eth:ethertype:arp	60
2519	74341617.819633423			eth:ethertype:arp	60
2520	74341617.820601710			eth:ethertype:arp	60
2521	74341617.820605293			eth:ethertype:arp	60
2522	74341617.822657575			eth:ethertype:arp	60
2523	74341617.822662574			eth:ethertype:arp	60
2524	74341617.822664866			eth:ethertype:arp	60
2525	74341617.822666949			eth:ethertype:arp	60
2526	74341617.822669491			eth:ethertype:arp	60
2527	74341617.822672116			eth:ethertype:arp	60
2528	74341617.822674324			eth:ethertype:arp	60
2529	74341617.823637445			eth:ethertype:arp	60
2530	74341617.823641028			eth:ethertype:arp	60
2531	74341617.823643653			eth:ethertype:arp	60
2532	74341617.826187557			eth:ethertype:arp	60
2533	74341617.826190807			eth:ethertype:arp	60
2534	74341617.826192765			eth:ethertype:arp	60
2535	74341617.826194557			eth:ethertype:arp	60
2536	74341617.826196182			eth:ethertype:arp	60
2537	74341617.826198015			eth:ethertype:arp	60
2538	74341617.827894174			eth:ethertype:ipv6:udp:dns	90
2539	74341617.828693128			eth:ethertype:arp	60
2540	74341617.828696920			eth:ethertype:arp	60
2541	74341617.828699711			eth:ethertype:arp	60
2542	74341617.828701503			eth:ethertype:arp	60
2543	74341617.828767586			eth:ethertype:arp	42
2544	74341617.828703170			eth:ethertype:arp	60
2545	74341617.828705003			eth:ethertype:arp	60
2546	74341617.828706628			eth:ethertype:arp	60
2547	74341617.831307657			eth:ethertype:arp	60
2548	74341617.831310823			eth:ethertype:arp	60
2549	74341617.831312615			eth:ethertype:arp	60
2550	74341617.831314282			eth:ethertype:arp	60
2551	74341617.831315907			eth:ethertype:arp	60
2552	74341617.867011605			eth:ethertype:ipv6:udp:dns	106
2553	74341618.599124652			eth:ethertype:data	118
2554	74341618.734556399			eth:llc:stp	60
2555	74341618.836019148	192.168.1.105	239.255.255.250	eth:ethertype:ip:data	1506
2556	74341618.840571000	192.168.1.105	239.255.255.250	eth:ethertype:ip:data	1506
2557	74341618.844875062	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	1131
2558	74341618.874179709			eth:ethertype:arp	60
2559	74341618.881678714			eth:ethertype:arp	60
2560	74341618.970977522	192.168.1.105	239.255.255.250	eth:ethertype:ip:data	1506
2561	74341618.977481032	192.168.1.105	239.255.255.250	eth:ethertype:ip:data	1506
2562	74341618.979521522	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	906
2563	74341619.096912024	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2564	74341619.172910899	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2565	74341619.173925435			eth:ethertype:arp	60
2566	74341619.599109166			eth:ethertype:data	118
2567	74341619.709396287	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2568	74341619.734552913			eth:llc:stp	60
2569	74341620.583050341			eth:ethertype:ipv6:icmpv6:data	118
2570	74341620.583183091			eth:ethertype:ipv6:icmpv6:data	118
2571	74341620.599185428			eth:ethertype:data	118
2572	74341620.689480148			eth:ethertype:ipv6:icmpv6:data	118
2573	74341620.689568314			eth:ethertype:ipv6:icmpv6:data	118
2574	74341620.734560800			eth:llc:stp	60
2575	74341621.599176106			eth:ethertype:data	118
2576	74341621.734654519			eth:llc:stp	60
2577	74341622.097948722	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2578	74341622.174215970	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2579	74341622.599264450			eth:ethertype:data	118
2580	74341622.711944267	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2581	74341622.734592655			eth:llc:stp	60
2582	74341623.006444477			eth:ethertype:ipv6:icmpv6	86
2583	74341623.010574706			eth:ethertype:ipv6:icmpv6	78
2584	74341623.599224543			eth:ethertype:data	118
2585	74341623.734583206			eth:llc:stp	60
2586	74341624.213128254	192.168.1.78	216.115.69.144	eth:ethertype:ip:udp:data	44
2587	74341624.599209301			eth:ethertype:data	118
2588	74341624.734576006			eth:llc:stp	60
2589	74341625.098914286	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2590	74341625.175092909	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2591	74341625.599220267			eth:ethertype:data	118
2592	74341625.713382744	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2593	74341625.734668638			eth:llc:stp	60
2594	74341626.599280690			eth:ethertype:data	118
2595	74341626.734646728			eth:llc:stp	60
2596	74341627.599282988			eth:ethertype:data	118
2597	74341627.734695150			eth:llc:stp	60
2598	74341628.100567671	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2599	74341628.176173005	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2600	74341628.599326825			eth:ethertype:data	118
2601	74341628.715299126	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2602	74341628.734665238			eth:llc:stp	60
2603	74341629.406434285			eth:ethertype:arp	42
2604	74341629.412005466			eth:ethertype:arp	60
2605	74341629.599324121			eth:ethertype:data	118
2606	74341629.734727950			eth:llc:stp	60
2607	74341630.057736058			eth:ethertype:ipv6:udp:dns	106
2608	74341630.160060134			eth:ethertype:ipv6:udp:dns	173
2609	74341630.163225035			eth:ethertype:ipv6:udp:dns	106
2610	74341630.261640214			eth:ethertype:ipv6:udp:dns	173
2611	74341630.265881360			eth:ethertype:ipv6:udp:dns	104
2612	74341630.304745875			eth:ethertype:ipv6:udp:dns	161
2613	74341630.305571455			eth:ethertype:ipv6:udp:dns	108
2614	74341630.348887823			eth:ethertype:ipv6:udp:dns	165
2615	74341630.351458144			eth:ethertype:ipv6:udp:dns	106
2616	74341630.599401082			eth:ethertype:data	118
2617	74341630.734726953			eth:llc:stp	60
2618	74341630.879709692			eth:ethertype:ipv6:udp:dns	161
2619	74341630.880557980			eth:ethertype:ipv6:udp:dns	106
2620	74341631.102428630	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2621	74341631.177383009	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2622	74341631.182532983			eth:ethertype:ipv6:udp:dns	161
2623	74341631.183297563			eth:ethertype:ipv6:udp:dns	105
2624	74341631.224784065			eth:ethertype:ipv6:udp:dns	159
2625	74341631.225572312			eth:ethertype:ipv6:udp:dns	105
2626	74341631.266785899			eth:ethertype:ipv6:udp:dns	159
2627	74341631.267543895			eth:ethertype:ipv6:udp:dns	106
2628	74341631.315503741			eth:ethertype:ipv6:udp:dns	169
2629	74341631.316348903			eth:ethertype:ipv6:udp:dns	106
2630	74341631.357674115			eth:ethertype:ipv6:udp:dns	169
2631	74341631.358509944			eth:ethertype:ipv6:udp:dns	106
2632	74341631.421358258			eth:ethertype:ipv6:udp:dns	160
2633	74341631.422224170			eth:ethertype:ipv6:udp:dns	106
2634	74341631.482645871			eth:ethertype:ipv6:udp:dns	160
2635	74341631.486635726			eth:ethertype:ipv6:udp:dns	106
2636	74341631.584631740			eth:ethertype:ipv6:udp:dns	173
2637	74341631.599466291			eth:ethertype:data	118
2638	74341631.717692414	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2639	74341631.734721788			eth:llc:stp	60
2640	74341632.599340168			eth:ethertype:data	118
2641	74341632.653523858			eth:ethertype:ipv6:udp:ntp	110
2642	74341632.718371744			eth:ethertype:ipv6:udp:ntp	110
2643	74341632.734821038			eth:llc:stp	60
2644	74341633.599404959			eth:ethertype:data	118
2645	74341633.734875621			eth:llc:stp	60
2646	74341634.093809132	216.115.69.144	192.168.1.78	eth:ethertype:ip:udp:sip	553
2647	74341634.102131091	192.168.1.78	216.115.69.144	eth:ethertype:ip:udp:sip	483
2648	74341634.102321715	192.168.1.78	216.115.69.144	eth:ethertype:ip:udp:sip	559
2649	74341634.104248289	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2650	74341634.178452629	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2651	74341634.599422791			eth:ethertype:data	118
2652	74341634.653528148			eth:ethertype:ipv6:udp:ntp	110
2653	74341634.720113068	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2654	74341634.734814870			eth:llc:stp	60
2655	74341634.745753316			eth:ethertype:ipv6:udp:ntp	110
2656	74341635.599393623			eth:ethertype:data	118
2657	74341635.734942117			eth:llc:stp	60
2658	74341636.599474328			eth:ethertype:data	118
2659	74341636.734877656			eth:llc:stp	60
2660	74341637.103989158	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2661	74341637.179236910	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2662	74341637.599485449			eth:ethertype:data	118
2663	74341637.621433549	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	96
2664	74341637.715548665	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	108
2665	74341637.715776914	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	104
2666	74341637.715974954	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	397
2667	74341637.721687009	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2668	74341637.734833236			eth:llc:stp	60
2669	74341637.840094588	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	1202
2670	74341637.840099088	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	1190
2671	74341637.840102963	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	1190
2672	74341637.840338337	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	104
2673	74341637.840343129	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	680
2674	74341637.840444003	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	104
2675	74341637.842753117	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	104
2676	74341637.885893736			eth:ethertype:arp	60
2677	74341637.885896903			eth:ethertype:arp	60
2678	74341637.885898944			eth:ethertype:arp	60
2679	74341637.888402474			eth:ethertype:arp	60
2680	74341637.888404682			eth:ethertype:arp	60
2681	74341637.888406599			eth:ethertype:arp	60
2682	74341637.888408265			eth:ethertype:arp	60
2683	74341637.888409974			eth:ethertype:arp	60
2684	74341637.890900878			eth:ethertype:arp	60
2685	74341637.890903211			eth:ethertype:arp	60
2686	74341637.890905086			eth:ethertype:arp	60
2687	74341637.890906961			eth:ethertype:arp	60
2688	74341637.890909336			eth:ethertype:arp	60
2689	74341637.890911253			eth:ethertype:arp	60
2690	74341637.893457657			eth:ethertype:arp	60
2691	74341637.893460199			eth:ethertype:arp	60
2692	74341637.893461990			eth:ethertype:arp	60
2693	74341637.893463615			eth:ethertype:arp	60
2694	74341637.893465240			eth:ethertype:arp	60
2695	74341637.893466990			eth:ethertype:arp	60
2696	74341637.893468657			eth:ethertype:arp	60
2697	74341637.895582105			eth:ethertype:arp	60
2698	74341637.895584646			eth:ethertype:arp	60
2699	74341637.895586396			eth:ethertype:arp	60
2700	74341637.895588896			eth:ethertype:arp	60
2701	74341637.895590688			eth:ethertype:arp	60
2702	74341637.895592480			eth:ethertype:arp	60
2703	74341637.895594105			eth:ethertype:arp	60
2704	74341637.896554475			eth:ethertype:arp	60
2705	74341637.896556642			eth:ethertype:arp	60
2706	74341637.899010088			eth:ethertype:arp	60
2707	74341637.899012421			eth:ethertype:arp	60
2708	74341637.899014171			eth:ethertype:arp	60
2709	74341637.899068962			eth:ethertype:arp	42
2710	74341637.899015796			eth:ethertype:arp	60
2711	74341637.899017463			eth:ethertype:arp	60
2712	74341637.899019254			eth:ethertype:arp	60
2713	74341637.899020963			eth:ethertype:arp	60
2714	74341637.900006208			eth:ethertype:arp	60
2715	74341637.900008499			eth:ethertype:arp	60
2716	74341637.900585663	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	1202
2717	74341637.900665496	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	1190
2718	74341637.900734287	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	1190
2719	74341637.900794829	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	147
2720	74341637.902499862			eth:ethertype:arp	60
2721	74341637.902502695			eth:ethertype:arp	60
2722	74341638.007244176	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	104
2723	74341638.010286535	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	104
2724	74341638.018783618	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	104
2725	74341638.018787035	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	159
2726	74341638.019068367	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	451
2727	74341638.112757985	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	363
2728	74341638.113107650	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	104
2729	74341638.599500819			eth:ethertype:data	118
2730	74341638.734952564			eth:llc:stp	60
2731	74341639.599543313			eth:ethertype:data	118
2732	74341639.694408134			eth:ethertype:ipv6:icmpv6:data	118
2733	74341639.694551050			eth:ethertype:ipv6:icmpv6:data	118
2734	74341639.735029141			eth:llc:stp	60
2735	74341639.797471498			eth:ethertype:ipv6:icmpv6:data	118
2736	74341639.797576580			eth:ethertype:ipv6:icmpv6:data	118
2737	74341639.906462831			eth:ethertype:ipv6:icmpv6	86
2738	74341639.910829935			eth:ethertype:ipv6:icmpv6	78
2739	74341640.005144133			eth:ethertype:ipv6:icmpv6	86
2740	74341640.104968054	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2741	74341640.182374670	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2742	74341640.258891623	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	138
2743	74341640.353011823	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	104
2744	74341640.353020114	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	314
2745	74341640.365269262	192.168.1.78	192.168.1.254	eth:ethertype:ip:udp:dns	76
2746	74341640.365363845			eth:ethertype:ipv6:udp:dns	96
2747	74341640.365449428			eth:ethertype:ipv6:udp:dns	96
2748	74341640.370556361			eth:ethertype:ipv6:udp:dns	96
2749	74341640.405406271			eth:ethertype:ipv6:udp:dns	128
2750	74341640.405390813	192.168.1.254	192.168.1.78	eth:ethertype:ip:udp:dns	108
2751	74341640.407797717			eth:ethertype:ipv6:udp:dns	157
2752	74341640.412091946			eth:ethertype:ipv6:udp:dns	96
2753	74341640.412206779			eth:ethertype:ipv6:udp:dns	96
2754	74341640.450724421			eth:ethertype:ipv6:udp:dns	128
2755	74341640.454230820			eth:ethertype:ipv6:udp:dns	157
2756	74341640.599563223			eth:ethertype:data	118
2757	74341640.613955694	192.168.1.78	208.67.222.222	eth:ethertype:ip:udp:dns	65
2758	74341640.655203197	192.168.1.78	208.67.222.222	eth:ethertype:ip:udp:dns	65
2759	74341640.723301317	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2760	74341640.735012509			eth:llc:stp	60
2761	74341640.775773098	208.67.222.222	192.168.1.78	eth:ethertype:ip:udp:dns	140
2762	74341640.794112424	192.168.1.78	208.67.222.222	eth:ethertype:ip:udp:dns	76
2763	74341640.794180132	192.168.1.78	208.67.222.222	eth:ethertype:ip:udp:dns	76
2764	74341640.808521436	208.67.222.222	192.168.1.78	eth:ethertype:ip:udp:dns	140
2765	74341640.814222783	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	104
2766	74341640.814643322	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	155
2767	74341640.950462356	208.67.222.222	192.168.1.78	eth:ethertype:ip:udp:dns	108
2768	74341640.950469773	208.67.222.222	192.168.1.78	eth:ethertype:ip:udp:dns	137
2769	74341641.599541174			eth:ethertype:data	118
2770	74341641.655492938	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	155
2771	74341641.734972668			eth:llc:stp	60
2772	74341641.751439462	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2773	74341641.777278083	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	155
2774	74341641.911510375	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	171
2775	74341641.912499120	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2776	74341642.008141353	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2777	74341642.009163682	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2778	74341642.057034694	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	155
2779	74341642.125167897	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	267
2780	74341642.153982129	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2781	74341642.599577666			eth:ethertype:data	118
2782	74341642.735068243			eth:llc:stp	60
2783	74341642.913762980	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2784	74341643.010251334	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2785	74341643.106025025	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2786	74341643.182261563	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2787	74341643.599575406			eth:ethertype:data	118
2788	74341643.725920612	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2789	74341643.734941609			eth:llc:stp	60
2790	74341643.914677133	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2791	74341644.009941076	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2792	74341644.510656213	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	155
2793	74341644.599562188			eth:ethertype:data	118
2794	74341644.734963932			eth:llc:stp	60
2795	74341644.916365114	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2796	74341645.011101060	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2797	74341645.599648426			eth:ethertype:data	118
2798	74341645.735021712			eth:llc:stp	60
2799	74341645.799519266	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2800	74341645.799648516	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2801	74341645.897000824	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	203
2802	74341645.897006282	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2803	74341645.899609644	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2804	74341645.899724018	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2805	74341645.917449847	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2806	74341645.997344950	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	203
2807	74341645.999474814	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2808	74341646.012321792	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2809	74341646.107003238	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2810	74341646.183191943	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2811	74341646.599626581			eth:ethertype:data	118
2812	74341646.727611528	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2813	74341646.735121324			eth:llc:stp	60
2814	74341646.904198484	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2815	74341646.904332233	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2816	74341646.918605204	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2817	74341647.000094466	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	203
2818	74341647.000099715	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2819	74341647.013041776	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2820	74341647.599684110			eth:ethertype:data	118
2821	74341647.736006432			eth:llc:stp	60
2822	74341647.919756727	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2823	74341648.017250075	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2824	74341648.599620013			eth:ethertype:data	118
2825	74341648.735031548			eth:llc:stp	60
2826	74341648.920447209	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	187
2827	74341649.017305727	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	187
2828	74341649.109085313	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2829	74341649.184746312	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2830	74341649.599652540			eth:ethertype:data	118
2831	74341649.729664976	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2832	74341649.735052116			eth:llc:stp	60
2833	74341650.214013817	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	139
2834	74341650.469775962			eth:ethertype:ipv6:icmpv6	166
2835	74341650.473785900	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2836	74341650.473894150	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2837	74341650.569948588	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	203
2838	74341650.569953880	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2839	74341650.599718107			eth:ethertype:data	118
2840	74341650.735154892			eth:llc:stp	60
2841	74341651.575850376	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2842	74341651.575979000	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	171
2843	74341651.599670049			eth:ethertype:data	118
2844	74341651.671428775	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	203
2845	74341651.671435817	165.227.25.28	192.168.1.78	eth:ethertype:ip:udp:quic	235
2846	74341651.735122834			eth:llc:stp	60
2847	74341652.108850391	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2848	74341652.136290213	192.168.1.65	239.255.255.250	eth:ethertype:ip:igmp:igmp	60
2849	74341652.185348010	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2850	74341652.599723782			eth:ethertype:data	118
2851	74341652.731802249	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2852	74341652.735038900			eth:llc:stp	60
2853	74341652.958652204	192.168.1.78	165.227.25.28	eth:ethertype:ip:udp:quic	155
2854	74341653.599807763			eth:ethertype:data	118
2855	74341653.735144839			eth:llc:stp	60
2856	74341654.599732619			eth:ethertype:data	118
2857	74341654.735225528			eth:llc:stp	60
2858	74341655.110964866	192.168.1.67	239.255.255.250	eth:ethertype:ip:udp:data	505
2859	74341655.186466532	192.168.1.65	239.255.255.250	eth:ethertype:ip:udp:data	505
2860	74341655.262436945			eth:ethertype:arp	42
2861	74341655.266152218			eth:ethertype:arp	60
2862	74341655.599752474			eth:ethertype:data	118
2863	74341655.733730515	192.168.1.105	239.255.255.250	eth:ethertype:ip:udp:data	586
2864	74341655.736144253			eth:llc:stp	60
2865	74341656.599806870			eth:ethertype:data	118
2866	74341656.735206029			eth:llc:stp	60
2867	74341657.599801515			eth:ethertype:data	118
2868	74341657.735209590			eth:llc:stp	60
